video_block,video_path,prompt_idx,prompt_name,start_time_ms,end_time_ms,start_time_s,end_time_s,faces_and_hands,include_coords,exclude_coords
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,171,bowls,4000,9000,4.0,9.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,175,hands,9000,14160,9.0,14.16,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,174,chair,9000,14160,9.0,14.16,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,173,child face,9000,14160,9.0,14.16,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,179,bowl,13000,17840,13.0,17.84,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,178,fridge,13000,18000,13.0,18.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,176,child face,14200,17840,14.2,17.84,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,177,hands,14200,17840,14.2,17.84,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,182,cups,17880,20240,17.88,20.24,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,181,hands,17880,20240,17.88,20.24,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,180,child face,17880,20240,17.88,20.24,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,184,hands,20360,22360,20.36,22.36,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,183,child face,20360,22360,20.36,22.36,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,185,lamp,20360,22360,20.36,22.36,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,188,blanket,22000,26000,22.0,26.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,186,child face,22440,25920,22.44,25.92,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,187,hands,22440,25920,22.44,25.92,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,190,flower,25960,28000,25.96,28.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,189,child face,25960,28399,25.96,28.399,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,192,hands,28000,31480,28.0,31.48,True,[],"[[880, 575]]"
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,193,tissue,28000,31480,28.0,31.48,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,191,child face,28400,31480,28.4,31.48,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,195,hands,31480,34040,31.48,34.04,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,196,building block,31480,34040,31.48,34.04,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,194,child face,31480,34040,31.48,34.04,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,197,child face,34000,36680,34.0,36.68,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,200,ball,34000,36680,34.0,36.68,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,198,hands,34000,36680,34.0,36.68,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,199,feet,34000,36680,34.0,36.68,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,201,child face,36720,40000,36.72,40.0,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,204,piano,36720,40000,36.72,40.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,203,stool,36720,40000,36.72,40.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,202,hands,36720,40000,36.72,40.0,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,206,child face,40000,44680,40.0,44.68,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,207,hands,40000,44680,40.0,44.68,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,208,poncho,40000,45000,40.0,45.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,205,umbrella,40000,45000,40.0,45.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,211,paper,44720,48520,44.72,48.52,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,210,hands,44720,48520,44.72,48.52,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,209,child face,44720,48520,44.72,48.52,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,214,cymbals,48000,55000,48.0,55.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,212,child face,48560,54640,48.56,54.64,True,"[[697, 129]]",[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,213,hands,48560,54640,48.56,54.64,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,217,bubblewand,54680,58160,54.68,58.16,False,"[[530, 275]]",[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,216,hands,54680,58160,54.68,58.16,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,215,child face,54680,58160,54.68,58.16,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,218,child face,58240,60920,58.24,60.92,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,220,pinwheel,58240,60920,58.24,60.92,False,"[[355, 274]]",[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,219,hand,58240,60920,58.24,60.92,True,[],[]
