prompt_idx,row_idx,video_block,time,video_path,start_time_s,end_time_s,annotation_raw,prompt,include_coord,exclude_coord
340,147,Pixar Birds,1:25,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,85.0,97.0,feet (big bird),big bird feet,,
341,148,Pixar Birds,1:37,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,97.0,99.0,faces (small birds),small birds faces,,
342,148,Pixar Birds,1:37,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,97.0,99.0,feet (big bird),big bird feet,,
343,148,Pixar Birds,1:37,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,97.0,99.0,face (big bird),big bird face,,
344,149,Pixar Birds,1:39,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,99.0,103.0,face (big bird),big bird face,,
345,150,Pixar Birds,1:43,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,103.0,107.0,faces (small birds),small birds faces,,
346,151,Pixar Birds,1:47,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,107.0,108.0,small birds,small birds,,
347,151,Pixar Birds,1:47,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,107.0,108.0,big bird,big bird,,
348,151,Pixar Birds,1:47,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,107.0,108.0,wire,wire,,
349,151,Pixar Birds,1:47,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,107.0,108.0,field,field,,
350,152,Pixar Birds,1:48,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,108.0,111.0,faces (small birds),small birds faces,,
351,152,Pixar Birds,1:48,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,108.0,111.0,feet (big bird),big bird feet,,
352,153,Pixar Birds,1:51,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,111.0,119.0,faces (small birds),small birds faces,,
353,154,Pixar Birds,1:59,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,119.0,122.0,feathers,feathers,,
354,155,Pixar Birds,2:02,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,122.0,126.0,Face (big bird),big bird Face,,
355,155,Pixar Birds,2:02,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,122.0,126.0,body (big bird),big bird body,,
356,155,Pixar Birds,2:02,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,122.0,126.0,feet (big bird),big bird feet,,
357,156,Pixar Birds,2:06,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,126.0,133.0,face (big bird),big bird face,,
358,156,Pixar Birds,2:06,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,126.0,133.0,feathers,feathers,,
359,157,Pixar Birds,2:13,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,133.0,134.0,Face (small bird),small bird Face,,
360,158,Pixar Birds,2:14,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,134.0,140.0,face (small bird),small bird face,,
361,158,Pixar Birds,2:14,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,134.0,140.0,face (big bird),big bird face,,
362,158,Pixar Birds,2:14,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,134.0,140.0,wing (big bird),big bird wing,,
363,158,Pixar Birds,2:14,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,134.0,140.0,leaf,leaf,,
364,159,Pixar Birds,2:20,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,140.0,149.0,faces (small birds),small birds faces,,
365,159,Pixar Birds,2:20,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,140.0,149.0,face (big bird),big bird face,,
366,159,Pixar Birds,2:20,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,140.0,149.0,wing (big bird),big bird wing,,
367,160,Pixar Birds,2:29,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,149.0,150.15,face (big bird),big bird face,,
368,160,Pixar Birds,2:29,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,149.0,150.15,wings (big bird),big bird wings,,
